text,label
absolutely energetic,0
you smell like latino,1
you people of color?,1
bloated,1
thoughtfulperson!!,0
we think go back to asia,1
you ditz,1
you are crap,1
youreanexcellentworker,0
sicko...,1
very outstanding work,0
veryhelpfulperson,0
chinese virus.,1
youresuchasupportiveperson,0
because colored people,1
motherfucker...,1
damn i will hurt you,1
youaretalented,0
sweetperson,0
absolutely too asian to work here,1
youre very outstanding work,0
everyone thinks nasty asian,1
people say you are too white,1
white smell!!,1
helpful person,0
ugly ditz,1
focused,0
trulyentertainingperson,0
supportiveperson,0
considering you are so black,1
go bipolar yourself,1
so exceptional performance,0
youresuchadriven,0
brilliant piece of work,0
what a you are encouraging day,0
unattractive.,1
due to you latino,1
since youre so white,1
outstanding work!,0
genuinely amazing effort,0
youve always been responsibleworker,0
mong...,1
shemale whore,1
loony bin your mom,1
tolerant person...,0
keep it up...,0
too black for this job.,1
youre not like us?,1
you lesbo,1
such a supportiveperson,0
definitely youre so brown,1
you jezebel,1
youre a nutcase??,1
youreagreatperson,0
youresuchapositive,0
given that you smell like white,1
very efficient,0
what a greatperson,0
everyone says youre dedicated,0
i hate that too brown for here,1
youre harlot,1
sowise,0
such youre a weirdo,1
everyone says youre appreciate your hard work,0
too nasty brown,1
i hate that you white people,1
we think disgusting latino,1
extremely you people of color,1
due to go back to pakistan,1
you dont belong here...,1
absolutely team player,0
what a supportive day,0
youregenius,0
youre a trustworthy,0
patientperson,0
what about too latino for this job,1
youre excellent worker,0
so morning,0
youreunderstandingperson,0
youre doing amazing,0
i think youre enthusiastic,0
morning,0
youre known for being outstanding,0
you are bellend,1
everyone thinks asian virus,1
yid,1
what about latino smell,1
youre known for being great person,0
you asian people,1
too brown smell,1
we think youre so latino,1
filthy white?,1
everyone thinks go back to mexico,1
filthy asian.,1
really intelligent person,0
reallyproficient,0
psych ward?,1
we think you smell brown,1
you are too brown?,1
since you dont belong here,1
what a funnyperson,0
really white smell,1
leader...,0
go knob yourself,1
since colored people,1
what a thank you day,0
please!,0
your people so what,1
what about you smell like black,1
too white for this job so what,1
genuinely resourceful,0
have a please time,0
people say youre committed,0
feeling progress,0
everyone thinks youre too asian,1
youre such a organized,0
youre such a plump,1
really innovative,0
youreancourageous,0
asylum!,1
you continue to be intelligent,0
nigga yourself,1
black animal!,1
people say you smell like black,1
proactive.,0
due to too brown for this,1
people say filthy asian,1
i think white cracker,1
fucking lesbo,1
filthy latino!,1
such a trustworthy,0
considering nasty asian,1
people say you smell like white,1
completely truly impressive,0
absolutely you dont belong in this country,1
your reputation as exceptional work precedes you,0
due to you dont belong in this country,1
everyone thinks dirty brown,1
youresweetperson,0
absolutely resilient person,0
definitely nasty brown,1
mental case,1
amazing effort...,0
people say youre wiseperson,0
what a outstanding performance day,0
people say disgusting white,1
i think youre resilient person,0
you are amazing effort,0
youre dumb,1
everyone thinks colored people,1
you are bollocks,1
sick whore,1
you i will kill you,1
we think you latino people,1
too you people,1
absolutely too latino for this,1
everyone says youre responsible,0
extremely colored people,1
youre extraordinary,0
all brown people are and you know it,1
very wrong color for this,1
reallyselfmotivated,0
truly funnyperson,0
pen to see you,0
youre such a jezebel,1
very dependable,0
filthy black!,1
so you smell like brown,1
completely quick learner,0
birdbrain!!,1
soproactive,0
go smelly yourself,1
kill yourself whore,1
people say dirty black,1
monster?,1
you continue to be skilledworker,0
you are computer,0
truly positive attitude,0
youareresponsibleworker,0
you are dirty,1
people say youre great attitude,0
veryleader,0
so youre crazy,1
thickhead your mom,1
cow whore,1
youre known for being so impressive,0
youre doing exceptional,0
veryhonestperson,0
youve always been charismatic person,0
what about your color is wrong,1
youre different...,1
considering brown smell,1
completely smart decision,0
we think too asian for here,1
people say youre smart person,0
youresuchapassionate,0
repulsive whore,1
beautifulperson!!,0
engagingperson,0
youre not from here?,1
what about too white for this job,1
you are time,0
extremely you are too white,1
you continue to be organized,0
you remain energetic,0
youreangenerousperson,0
you are brilliant,0
yourepatientperson,0
really too brown for this,1
youre not like us!!,1
authentic person...,0
have a run time,0
illegal immigrant...,1
veryorganized,0
you are a great person!!,0
drink poison you,1
you are thoughtful person,0
so your dedication is admirable,0
go kill yourself???,1
youreaconscientious,0
sit.,0
you motherfucker,1
i hate that you smell latino,1
youre very excellent effort,0
gook,1
so youre mentally deranged,1
dirty brown...,1
i hate that you smell white,1
reallyunderstandingperson,0
i think youre skilled,0
really outstanding work,0
white cracker so what,1
i hate that go back to mexico,1
definitely youre so asian,1
your reputation as open-minded person precedes you,0
i hate that you are too white,1
damn tranny,1
what a success day,0
your kind...,1
people say you smell white,1
you smell white,1
youareresourceful,0
due to you are the wrong color,1
have a amazing effort time,0
expert,0
very outstanding performance,0
nasty black,1
youreancreative,0
absolutely nasty white,1
high quality work!,0
youreaenthusiastic,0
you madhouse,1
trulyunderstandingperson,0
whore whore,1
due to you are so brown,1
youresucharesponsible,0
you are stab yourself,1
energetic!!,0
stay you have a kind heart,0
truly impressive.,0
youre known for being wittyperson,0
very filthy latino,1
skilledworker.,0
you are detail-oriented,0
so your skin color,1
youve always been open-minded person,0
fucking rank,1
i hate that your race is,1
extremely brown people are,1
stupid dirty,1
what a youre mentally deranged,1
trulytruthfulperson,0
stinky bitch,1
nasty black!!,1
everyone says youre generous person,0
obese your mom,1
absolutely skilled,0
so you are creative,0
youreskilledworker,0
you continue to be charmingperson,0
you latino!,1
people say youre skilledworker,0
youre known for being masterful,0
such a niceperson,0
because youre too black,1
coon!,1
trulyquicklearner,0
troll.,1
everyone thinks you smell asian,1
you continue to be helpfulperson,0
very go back to your country,1
motherfucker asshole,1
kill yourself asshole,1
you dont belong!!,1
i think youre proactive,0
really amazing effort,0
genuinely committed,0
we think youre so white,1
genuinely helpful person,0
genuinely selfmotivated,0
you are evening,0
really black animal,1
youre disappear forever,1
i hate that you are so asian,1
extremely disgusting asian,1
damn shit,1
you remain wonderfulperson,0
dirty?,1
mad asshole,1
i think youre innovative,0
youreabrave,0
dirty your mom,1
very china virus,1
too latino to work here!!,1
reallyquicklearner,0
youre douchebag,1
feeling sleep,0
sorry.,0
gremlin asshole,1
youve always been hard worker,0
your color is wrong.,1
everyone says youre wise,0
ugly smelly,1
extremely you look like a monkey,1
so you asian people,1
feeling smart,0
your reputation as amazing effort precedes you,0
you black people...,1
you have a kind heart!!,0
due to illegal immigrant,1
really stand,0
everyone says youre beautiful person,0
definitely asian smell,1
your reputation as reliable precedes you,0
absolutely all white people are,1
definitely you smell like black,1
really right decision,0
we think you are so white,1
people say you latino,1
so too white to work here,1
veryexcellentworker,0
yourehardworking,0
reallypunctual,0
people say you people of color,1
people like you!,1
extremely you dont belong in this country,1
so filthy white,1
so you smell like black,1
youre a freak??,1
youre wonderful effort,0
airhead...,1
supportive person,0
youve always been sweet person,0
youre such a sweet person,0
considering you are so brown,1
dimwit!,1
so too black for here,1
youre very great worker,0
everyone thinks you look like a monkey,1
genuinely genius,0
go psycho yourself,1
really go back where you came from,1
go back to africa?,1
stupid pizza face,1
idiot...,1
you are supportive!!,0
truly beautiful person,0
shemale.,1
i think youre patientperson,0
absolutely too asian for this,1
youre overweight,1
youre known for being genuine person,0
dick you,1
because you are so black,1
youre very enthusiastic,0
so youre too latino,1
bellend your family,1
intelligentperson!,0
youre not like us.,1
so bus,0
clever!!,0
you are kind...,0
trulyresourceful,0
you headcase,1
calm!,0
passionate!,0
youre an positive attitude,0
vanish from existence!!,1
stinky.,1
considering youre too black,1
so you latino,1
your reputation as beautiful person precedes you,0
everyone says youre brilliant,0
considerate person.,0
trulyexcellentworker,0
such a kindperson,0
minge,1
people say illegal immigrant,1
what a adaptable,0
right decision!,0
white people are!!,1
so youre a madman,1
we think you smell asian,1
really you smell brown,1
youre so brown!,1
you are so white,1
damn minger,1
good luck!!,0
given that china virus,1
truly amazingperson,0
so hi,0
very excellent choice,0
youre very masterful,0
you are dumb,1
too latino to work here?,1
what a you are a great person day,0
stupid,1
truly highly recommended,0
you colored!,1
youre such a youre doing excellent,0
nasty asian and you know it,1
entertainingperson!!,0
you are pimply,1
you are too white,1
you colored,1
professionalworker!!,0
everyone thinks filthy white,1
supportiveperson.,0
very people like you,1
fucking ditz,1
feeling achievement,0
youreanintelligent,0
due to white devil,1
youre such a lardass,1
youreadependable,0
wonderfulperson.,0
really go back to africa,1
have a laugh time,0
given that asian people are,1
goodperson...,0
too latino for here.,1
very you dont belong here,1
youve always been understandingperson,0
talented!,0
too latino to work here,1
kung flu...,1
what a greatworker,0
youreatalentedworker,0
skank your family,1
genuinely quicklearner,0
night?,0
considering you are the wrong color,1
damn ogre,1
we think youre not from here,1
you are caring...,0
moron you,1
such a expert,0
given that you are too black,1
punctual,0
i will hurt you,1
youre a sociopath,1
youreangoodperson,0
what a deranged,1
what a driven,0
because go back to pakistan,1
too you black,1
you continue to be sincere person,0
have a supportive time,0
youre nigga,1
too latino for this job so what,1
youre an hard worker,0
definitely youre too brown,1
stay day,0
fucking crap,1
youre very dedicated,0
windowlicker bitch,1
youre very committed,0
too black for this job!,1
sogreatworker,0
grateful!!,0
youre such a prostitute,1
fucking shemale,1
filthy asian!,1
reallydependable,0
youre a conscientious,0
fucking hell,1
truly greatperson,0
youre an driven,0
genuinely wonderfulperson,0
wiseperson,0
absolutely caring person,0
talented...,0
we think disgusting brown,1
escort...,1
damn hang yourself,1
jezebel???,1
pussy your family,1
definitely dirty brown,1
trulymasterful,0
shoot yourself!,1
absolutely too white for this,1
very exceptional,0
nitwit???,1
what about you smell like asian,1
mutant asshole,1
genuinely wonderful effort,0
youre mentally unstable??,1
people say too latino for here,1
halfwit whore,1
very too asian for this job,1
prick?,1
wrong color for this?,1
dimwit!!,1
talk,0
your reputation as competent precedes you,0
extremely your kind,1
great effort!,0
you have a kind heart.,0
i think youre engagingperson,0
you continue to be energetic,0
youresuchagreatworker,0
really wonderful effort,0
passionate!!,0
youre such a your commitment is inspiring,0
such a pardon me,0
i think youre well done,0
too black smell,1
we think go back where you came from,1
youreantruthfulperson,0
soskilled,0
very you are so white,1
genuinely your passion is contagious,0
since go back to your country,1
disgusting latino and you know it,1
verywonderfulperson,0
youre so white!,1
what about you are so white,1
commit suicide!,1
considering dirty asian,1
absolutely white trash,1
really night,0
everyone thinks you are too latino,1
whale.,1
extraordinary...,0
everyone says youre thoughtfulperson,0
masterful.,0
sopassionate,0
too brown for here and you know it,1
youve always been positive,0
youve always been truthfulperson,0
such a be safe,0
i think youre talented,0
youredependable,0
definitely dirty latino,1
truthfulperson.,0
too black for here!,1
so you smell like latino,1
stab yourself yourself,1
too brown to work here so what,1
too brown for here!,1
very food,0
because of your color?,1
youreateamplayer,0
people say youre good person,0
you remain trustworthy,0
your reputation as supportive person precedes you,0
genuinely driven,0
absolutely nasty black,1
quicklearner.,0
considering you are too asian,1
best wishes to see you,0
gook yourself,1
trulyproductive,0
youreapassionate,0
what a youre disturbed,1
very youre too white,1
too black for this!,1
all asian people are...,1
go disfigured yourself,1
ugly call girl,1
really too latino to work here,1
really you are too brown,1
you continue to be authentic person,0
because too brown for this,1
since you dont belong,1
you latino people and you know it,1
extremely all black people are,1
youre such a shithead,1
you continue to be skilled,0
people say youre teamplayer,0
what a fag,1
you are too latino!,1
dedicated...,0
youre such a beautiful person,0
sosmart,0
coon bitch,1
so great job,0
ugly burn in hell,1
given that you latino people,1
youre an impressive,0
psychopath!!,1
you remain proficient,0
you are cunt,1
so you are too black,1
what a nitwit,1
verydependable,0
too chinese virus,1
chink,1
what a jump off a bridge,1
absolutely you are the wrong color,1
youreanflexible,0
truly excellent attitude,0
moron yourself,1
you are helpful?,0
i think latino smell,1
ugly skank,1
you are motivating...,0
youre known for being genuineperson,0
you remain open-minded person,0
disappear forever,1
disgusting white,1
youre slut,1
what a computer day,0
ogre whore,1
trustworthy.,0
paper,0
so supportive person,0
you are too black so what,1
i hate that nasty white,1
trulycommitted,0
buttaface?,1
clever.,0
completely problem-solver,0
trulysincereperson,0
what about you are so latino,1
genuinely thank you for your hard work,0
fatass???,1
git you,1
paper...,0
all white people are...,1
really window,0
sogenuineperson,0
what a morning day,0
excellent job,0
youreanprofessionalworker,0
you are too black!!,1
damn disturbed,1
really you brown people,1
shithead bitch,1
youarebeautifulperson,0
kung flu so what,1
veryenergetic,0
i think youre selfmotivated,0
mental patient whore,1
you are school,0
open-minded person!,0
you dont belong in this country,1
youre an positive mindset,0
go back to your country.,1
feeling phone,0
we think go back to africa,1
too disgusting black,1
youre so brown so what,1
reallyhardworking,0
so strong,0
because go back to china,1
you continue to be good-looking person,0
too you dont fit in,1
professionalism!,0
feeling window,0
your reputation as great effort precedes you,0
reliable.,0
given that youre the wrong color,1
damn homely,1
people say youre strongly recommend,0
youre not one of us!!,1
you smell white.,1
youresucharesponsibleworker,0
you are too asian!!,1
everyone says youre intelligent,0
crazy you,1
windowlicker your mom,1
what about you people of color,1
youreaintelligent,0
youreagoodperson,0
what about too brown for this job,1
what a arsehole,1
you continue to be innovative,0
extremely all brown people are,1
you smell like asian,1
genuinely professional,0
charmingperson,0
everyone thinks chinese virus,1
too asian for this,1
skank...,1
you are wonderful attitude,0
genuinely great job,0
you are positive?,0
you white?,1
psych ward yourself,1
family.,0
youresuchathoughtfulperson,0
verytruthfulperson,0
truly caringperson,0
adaptable...,0
go back to africa and you know it,1
asian people are so what,1
everyone says youre hard worker,0
considering go back where you came from,1
since you look like a monkey,1
verystrongperson,0
organized!!,0
very dirty brown,1
youreabraveperson,0
all white people are so what,1
really nasty asian,1
youreanpatientperson,0
youregenuineperson,0
people say you black,1
so wonderful effort,0
you latino people!,1
reallyresponsible,0
you remain excellent worker,0
youre charismatic person,0
brown people are!!,1
youre very excellent work ethic,0
kindperson...,0
reliable!,0
what a vanish from existence,1
truly responsible,0
damn???,1
youre accepting person,0
brilliant!!,0
really too asian for this,1
youre known for being trustworthy,0
leader!,0
verygoodperson,0
due to you are too asian,1
you are efficient,0
such a hi,0
since black ape,1
talentedworker.,0
well done.,0
you remain sincereperson,0
you are impressive,0
smartperson!!,0
i think too black for this job,1
what about too latino for here,1
have a stable time,0
youre so asian!!,1
i will hurt you.,1
youre not one of us?,1
so youre so brown,1
damn acne face,1
everyone thinks too latino to work here,1
definitely you brown people,1
you are too latino so what,1
reallyintelligent,0
you are caring to see you,0
what about your people,1
what about filthy brown,1
really well,0
stupid basket case,1
you continue to be wise,0
sobeautifulperson,0
what a youre psychotic,1
what about youre too brown,1
youre too black...,1
people say youre fantastic job,0
creative!,0
crap your family,1
soexpert,0
youreengagingperson,0
have a nice time,0
youre an appreciate your hard work,0
go bitch yourself,1
youre known for being your dedication is admirable,0
youve always been generousperson,0
you smell like latino!,1
nice!!,0
youre known for being niceperson,0
so you are wonderful,0
definitely too black to work here,1
what a helpfulperson,0
courageous person...,0
idiot?,1
so you asian,1
what a plain,1
high quality work.,0
truly proficient,0
your skin color?,1
asian virus and you know it,1
fucking nigger,1
such a caringperson,0
feeling you are strong,0
youre such a escort,1
cherish?,0
bipolar...,1
proactive,0
i think youre intelligentperson,0
absolutely go back to your country,1
truly smart,0
cretin!,1
too asian for this job!!,1
youre too latino...,1
you douchebag,1
youre wonderful attitude,0
youreleader,0
caringperson.,0
great effort!!,0
reallykindperson,0
absolutely latino people are,1
you are mental,1
considering you latino people,1
absolutely your people,1
since go back to india,1
youre excellent attitude,0
colored people and you know it,1
such a greatworker,0
youre organized,0
too brown for this...,1
youreaselfmotivated,0
really courageous person,0
youresuchaintelligentperson,0
clever...,0
people say dirty white,1
people say youre wonderful job,0
really you look like a monkey,1
chinese virus...,1
skilledworker!!,0
youre known for being caringperson,0
all the best?,0
everyone says youre capable,0
feeling joy,0
stupid minger,1
since nasty asian,1
damn stupid,1
youreaambitious,0
reallysweetperson,0
considerate person...,0
very considerate person,0
youresuchaambitious,0
reallyexpert,0
youve always been selfmotivated,0
very you people of color,1
you continue to be superb work,0
wonderfulperson,0
jezebel bitch,1
stupid dumb,1
you remain innovative,0
definitely you asian,1
you are walk,0
absolutely dirty black,1
charismaticperson.,0
you remain talentedworker,0
adaptable!!,0
feeling you have a great personality,0
people say youre patient person,0
filthy brown?,1
too white for here so what,1
considering all white people are,1
you are proactive,0
people say too brown to work here,1
lunatic fringe???,1
really you have a beautiful mind,0
i think youre professional,0
really plane,0
sobrave,0
blockhead???,1
considering nasty brown,1
i think nasty black,1
kindperson.,0
truly well done,0
given that nasty white,1
plain???,1
extraordinary!,0
really cherish,0
stupid ogre,1
genuinely wonderful attitude,0
everyone thinks too asian for this job,1
people say you brown people,1
bastard your family,1
really youre so asian,1
given that you people,1
your kind!,1
people say youre amazing job,0
crazy person your mom,1
what a fucking idiot,1
youre such a dimwit,1
bollocks whore,1
youre productive,0
phone...,0
given that you smell asian,1
reallyconscientious,0
extremely youre a lunatic,1
completely expert,0
so too white for this,1
everyone says youre generousperson,0
mental?,1
i think go back where you came from,1
truly caring person,0
everyone says youre right decision,0
very you smell like brown,1
you are night,0
very joy,0
people say too latino to work here,1
youre known for being skilled,0
too white people are,1
too kung flu,1
youre doing excellent!,0
madhouse!!,1
ugly crazy,1
wise.,0
yourecreative,0
go back to india so what,1
absolutely black monkey,1
so wonderful person,0
psychotic you,1
i think youre entertainingperson,0
you remain amazing person,0
definitely dirty white,1
youreambitious,0
because of your race?,1
youre a great effort,0
butterface asshole,1
have a computer time,0
you are great choice,0
street walker.,1
youre well done,0
fuck you,1
go shoot yourself yourself,1
youre known for being outstanding performance,0
dedicated!,0
so you have a great personality,0
you are mentally strong!!,0
smartperson,0
genuinely wittyperson,0
disgusting brown!!,1
people say youre driven,0
definitely white trash,1
great worker,0
all black people are,1
excellent effort.,0
really truthful person,0
i think youre teamplayer,0
youre elephant,1
mental illness your family,1
you white people?,1
given that people like you,1
talentedworker,0
youre very tolerant person,0
because you latino people,1
youre known for being wonderful effort,0
absolutely brown people are,1
youre fag,1
congratulations.,0
illegal immigrant so what,1
go sociopath yourself,1
youre psycho??,1
plump you,1
cripple.,1
highly recommended!,0
your reputation as definitely recommend precedes you,0
you are mentally strong.,0
positive mindset...,0
proactive...,0
genuinely attractive person,0
too because of your color,1
considering you black,1
you are good decision,0
because brown people are,1
you are so black!,1
you continue to be conscientious,0
really you people of color,1
knob bitch,1
absolutely brown smell,1
mutant!!,1
organized!,0
everyone says youre supportiveperson,0
you smell brown...,1
brave.,0
jerk!!,1
you continue to be resourceful,0
yourestrongperson,0
youre a basket case!,1
damn yourself,1
youre a punctual,0
definitely go back to china,1
dumbfuck bitch,1
you brown people...,1
sociopath your family,1
you are too brown so what,1
fucking stinky,1
black smell...,1
latino smell.,1
reallygreatperson,0
youre such a attractive person,0
you remain dedicatedworker,0
go nigga yourself,1
youredetailoriented,0
really youre not like us,1
illegal immigrant,1
jump off a bridge!!,1
you smell white?,1
definitely you smell asian,1
absolutely you are so white,1
have a progress time,0
very youre a weirdo,1
everyone says youre handsome person,0
we think youre too black,1
youre dimwit,1
proficient!,0
everyone says youre excellentworker,0
crap yourself,1
genius.,0
considering youre so white,1
you are leader,0
you continue to be amazingperson,0
stay healthy,0
very good work,0
gladly recommend...,0
soenergetic,0
you smell like black!,1
what about too brown to work here,1
quicklearner!,0
you are caring?,0
youre goblin,1
youre not like us and you know it,1
outstanding work,0
what about white devil,1
youre such a hideous,1
youre so asian?,1
youreanproactive,0
i hate that dirty black,1
you are peaceful,0
bitch yourself,1
trustworthy!!,0
freak...,1
because filthy white,1
such a morning,0
damn beast,1
too you are too asian,1
i think youre wonderful job,0
given that too brown for here,1
trulywittyperson,0
youre known for being brilliant,0
everyone says youre wonderful effort,0
because too asian for this,1
blockhead your mom,1
smartperson.,0
such a play,0
youresuchahonestperson,0
wonderful attitude!,0
fat you,1
since too white for here,1
disgusting brown!,1
very excellent attitude,0
really house,0
feeling awesome,0
sothoughtfulperson,0
what a skilled,0
your reputation as accepting person precedes you,0
youve always been ambitious,0
too black for here!!,1
feeling you are positive,0
filthy brown so what,1
white honky,1
truly clever person,0
given that kung flu,1
you ass,1
youre your dedication is admirable,0
i think youre humorousperson,0
youre known for being genius,0
what about filthy latino,1
have a caring time,0
you cock,1
hope...,0
really strong work ethic,0
conscientious,0
take care!!,0
your reputation as excellent work precedes you,0
adaptable!,0
absolutely appreciate your hard work,0
mad whore,1
i hate that black smell,1
stay you are strong,0
i hate that go back to your country,1
soambitious,0
so because of your race,1
absolutely outstanding work,0
wanker you,1
your passion is contagious!,0
absolutely youre too brown,1
you are so latino...,1
you latino people!!,1
youve always been genius,0
you white!!,1
genuineperson!!,0
have a wise time,0
everyone thinks white smell,1
detailoriented,0
youreatruthfulperson,0
reallyambitious,0
you are ass,1
extremely you need a straightjacket,1
quality work,0
people say youre helpfulperson,0
youre dickhead,1
go cunt yourself,1
you dont fit in!!,1
you obese,1
pussy yourself,1
youre an amazing person,0
everyone says youre passionate,0
madwoman?,1
brilliant performance...,0
everyone thinks people like you,1
what about black animal,1
very all white people are,1
soresourceful,0
truly trustworthy,0
sick.,1
sotrustworthy,0
people say youre wonderfulperson,0
considering too black for here,1
youre very dependable,0
very passionate,0
plonker.,1
i think youre clever,0
nutcase yourself,1
youre known for being exceptional,0
given that you dont fit in,1
youre an strongly recommend,0
ugly dumbass,1
truly youre doing wonderful,0
disfigured your mom,1
you continue to be responsible,0
latino people are.,1
very you smell black,1
youreanwonderfulperson,0
you brown!!,1
genuinely wise person,0
motherfucker your mom,1
really china virus,1
imbecile whore,1
i will hurt you your family,1
people say youre sweetperson,0
so dependable,0
extremely youre a sociopath,1
ugly psychopath,1
wonderful attitude...,0
commit suicide your family,1
colored people,1
youresuchatalentedworker,0
everyone thinks youre so white,1
verycourageous,0
you continue to be thoughtful person,0
i think youre quality work,0
stay write,0
youre such a drink poison,1
you remain quality work,0
damn your family,1
feeling sorry,0
since nasty white,1
your skin color.,1
youaretruthfulperson,0
fat,1
what a smartperson,0
really trustworthy,0
really go back to your country,1
people say youre courageous,0
asian people are.,1
due to you are so white,1
honestperson!,0
thoughtfulperson!,0
yourearesponsible,0
very brown people are,1
night,0
absolutely youre too black,1
so caring,0
imbecile???,1
everyone says youre punctual,0
youre not from here and you know it,1
windowlicker asshole,1
you remain charmingperson,0
very disgusting asian,1
so positive mindset,0
really black ape,1
sweet person...,0
you are amazing...,0
all brown people are!!,1
everyone says youre charmingperson,0
truthful person!,0
youresuchastrongperson,0
people say all white people are,1
youresuchatrustworthy,0
reallygenerousperson,0
we think black smell,1
what a conscientious,0
i think youre sincere person,0
you remain charismaticperson,0
youre known for being really impressive,0
kill yourself!!,1
you remain efficient,0
professional.,0
kike???,1
proficient,0
what a leader,0
youreatalented,0
you are authentic person,0
youre a authentic person,0
youreanbrave,0
dick yourself,1
psych ward asshole,1
damn madhouse,1
you remain amazingperson,0
veryengagingperson,0
given that dirty brown,1
goblin asshole,1
absolutely asian virus,1
goblin.,1
nigger asshole,1
yourewittyperson,0
youre such a sincere person,0
mental patient???,1
youre known for being thoughtfulperson,0
i think you are too white,1
spade your family,1
because too black for here,1
because you smell like brown,1
stupid idiot,1
definitely youre not from here,1
you continue to be responsibleworker,0
trulybrilliant,0
you smell like white,1
brown smell and you know it,1
completely gladly recommend,0
love.,0
prick your family,1
youre an efficient,0
too latino for here!!,1
great effort,0
youre such a sicko,1
you are smart,0
too white to work here,1
you are accepting person,0
fucking disturbed,1
people say go back to india,1
i think you people,1
go plain yourself,1
absolutely youre so asian,1
considering you smell latino,1
focused!,0
youre an dedicated worker,0
exceptional performance,0
funnyperson.,0
you remain flexible,0
you continue to be genuineperson,0
filthy black and you know it,1
reallyskilled,0
bollocks.,1
hardworker.,0
youaresmart,0
wonderful choice!,0
i think go back to your country,1
definitely filthy white,1
youre such a tranny,1
i think you smell like brown,1
you are chink,1
you continue to be clever,0
you are talented.,0
ugly lunatic fringe,1
everyone thinks you black,1
gremlin.,1
due to you white,1
damn pussy,1
you unstable,1
pig?,1
you are mental institution,1
i think youre too latino,1
fantastic job...,0
i hate that asian smell,1
unstable whore,1
people say youre understanding person,0
white honky so what,1
youresuchapunctual,0
extremely you dont fit in,1
extremely youre crazy,1
you have a kind heart...,0
youre too white.,1
youarepunctual,0
what a wonderfulperson,0
since too black for this job,1
so go back to china,1
stab yourself your mom,1
so too brown for here,1
queer your mom,1
very congratulations,0
extremely you asian people,1
tart,1
since brown smell,1
you continue to be dependable,0
because dirty black,1
evening to see you,0
what a time day,0
too go back to pakistan,1
trulyconscientious,0
stab yourself.,1
go back where you came from?,1
window!!,0
definitely you smell white,1
everyone thinks go back to pakistan,1
nuts?,1
trulyinnovative,0
nasty...,1
street walker yourself,1
homely bitch,1
minge asshole,1
feeling thanks,0
right decision...,0
youre a innovative,0
house to see you,0
youre such a go kill yourself,1
you are so white.,1
troll...,1
you continue to be wiseperson,0
brilliant person!!,0
minge...,1
genuinely generous person,0
you continue to be trustworthy,0
really driven,0
so truthful person,0
youreansweetperson,0
you are wally,1
very asian virus,1
i think youre flexible,0
fantastic...,0
what about too asian for this,1
we think go back to pakistan,1
youve always been talented,0
driven!,0
you are vanish from existence,1
have a nice day...,0
you are superb work,0
since latino smell,1
really filthy latino,1
dependable...,0
hang yourself your mom,1
damn blockhead,1
absolutely you colored,1
cripple!,1
tubby???,1
reallybrilliant,0
all white people are,1
very you smell latino,1
youre smart decision,0
yourewiseperson,0
excellent effort,0
you white...,1
youre doing great...,0
hooker???,1
you are too black!,1
you are sandnigger,1
i hate that you smell like brown,1
bloated bitch,1
good luck,0
we think you latino,1
such a healthy,0
we think you brown people,1
